blue_style,red_style,map,episode_index,episode_seed,blue_score,red_score,win_margin,steps,time_first_red_midfield_cross,time_both_red_enter_blue_territory,time_first_red_flag_touch,time_first_red_capture,time_blue_counterattack_start,time_first_blue_flag_touch,time_first_blue_capture,red_death_count,blue_death_count,red_carrier_death_count,blue_carrier_death_count,red_tag_count,blue_tag_count,red_carrier_tag_count,blue_carrier_tag_count,post_tag_carrier_event_count,post_tag_counterattack_launch_count,post_tag_blue_flag_touch_count,post_tag_blue_capture_before_red_reentry_count,post_tag_mean_steps_to_blue_flag_touch,post_tag_mean_steps_to_red_reentry,op6_regroup_active_steps,op6_regroup_blue_flag_touch_count,op6_regroup_blue_capture_count,op7_mean_red_lateral_separation,op7_blue_opposite_lane_penetration_steps,op7_min_blue0_to_red_flag,op7_min_blue1_to_red_flag,op7_red0_target_switches,op7_red1_target_switches,op7_both_red_target_same_blue_steps,op7_uncovered_lane_steps,op7_max_consecutive_uncovered_lane_steps,op7_mean_uncovered_blue_progress,op7_flag_touch_during_uncovered_lane,split_flag_touch_count,split_pickup_count,split_touches_per_pickup,split_capture_count,split_capture_given_pickup,split_mean_carrier_lifetime,split_mean_max_return_progress,split_mean_teammate_dist_at_pickup,split_mean_sep_before_pickup,split_mean_sep_after_pickup,split_converged_after_pickup_count,split_noncarrier_flag_pressure_steps,split_noncarrier_support_steps,split_mean_red_retarget_latency_after_pickup,split_carrier_loss_tag_count,split_carrier_loss_capture_count,split_carrier_loss_other_count,pre_touch_min_red0_to_blue,pre_touch_min_red1_to_blue,pre_touch_min_any_red_to_blue,pre_touch_steps_red0_one_defender_in_tag_range,pre_touch_steps_red1_one_defender_in_tag_range,pre_touch_steps_red0_two_defenders_in_tag_range,pre_touch_steps_red1_two_defenders_in_tag_range,pre_touch_steps_any_red_two_defenders_in_tag_range,pre_touch_max_consecutive_red0_two_defenders,pre_touch_max_consecutive_red1_two_defenders,pre_touch_max_consecutive_any_red_two_defenders,pre_touch_max_red0_tag_accumulator,pre_touch_max_red1_tag_accumulator,tag_threshold_seconds,tag_required_consecutive_steps,pre_touch_red0_accumulator_reset_count,pre_touch_red1_accumulator_reset_count,pre_touch_reset_defender0_left_radius,pre_touch_reset_defender1_left_radius,pre_touch_reset_red_left_blue_side,pre_touch_reset_defender_left_blue_side,pre_touch_reset_target_switched,pre_touch_reset_defender_became_tagged,pre_touch_reset_red_target_became_tagged,pre_touch_reset_carrier_turn_or_lane_change,pre_touch_reset_other,pre_touch_mean_reset_relative_speed,pre_touch_path_cross_count,turtle_def0_target_red0_steps,turtle_def0_target_red1_steps,turtle_def0_target_blue_flag_steps,turtle_def0_target_red_flag_steps,turtle_def1_target_red0_steps,turtle_def1_target_red1_steps,turtle_def1_target_blue_flag_steps,turtle_def1_target_red_flag_steps,min_turtle_defender_dist_to_blue_flag,mean_turtle_defender_dist_to_blue_flag,final_both_red_forward,final_blue_had_counterattack
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,10,561011,0,1,-1,240,7,8,16,40,28,40,,0,0,0,0,5,10,1,1,1,0,0,0,,1.0,0,0,0,3.6164670129617056,9,0.0,1.7988934702041457,38,27,38,4,2,3.0767593383789062,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.8643243908882141,4.2024760246276855,0.8643243908882141,10,0,2,0,2,2,0,2,0.9900000095367432,0.0,1.0,3,1,0,1,0,0,0,0,0,0,0,0,1.281275317745814,0,16,1,0,0,16,1,0,0,0.16539789736270905,7.48226370094344,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,10,561011,0,1,-1,240,7,8,16,38,15,26,,0,0,0,0,2,11,0,7,0,0,0,0,,,0,0,0,2.1452864358822503,56,0.0,0.0,18,16,60,44,12,4.479403053011213,5,7,7,1.0,0,0.0,7.571428571428571,4.010978290012905,8.265064477920532,9.849785231332728,7.211874596352847,3,2,10,0.2857142857142857,7,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,10,561011,0,1,-1,240,7,8,163,184,8,15,,0,0,0,0,0,10,0,5,0,0,0,0,,,0,0,0,2.566565166910489,27,0.0,0.6586816332470639,36,26,87,4,2,4.706343078613282,4,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,11,561012,0,0,0,240,43,44,,,5,14,,0,0,0,0,0,14,0,6,0,0,0,0,,,0,0,0,1.3223705967267354,12,0.0,2.227859582069543,17,15,61,6,2,5.434563364301409,3,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,11,561012,0,1,-1,240,7,9,17,155,28,34,,0,0,0,0,3,11,1,3,1,1,1,0,16.0,1.0,0,0,0,2.3387324790159862,10,0.0,0.0,26,16,28,1,1,0.7118148803710938,1,0,0,,0,,,,,,,0,0,0,,0,0,0,1.1092077493667603,0.7810371518135071,0.7810371518135071,8,4,2,2,6,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,0,1,1,1,1,0,0,0,1,0,0,0.5732407502638452,0,14,4,0,0,14,2,0,2,0.9365866780281067,8.009318297108015,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,11,561012,2,1,1,240,170,206,209,238,5,24,214,0,0,0,0,0,9,0,6,0,0,0,0,,,0,0,0,2.147346709171931,6,0.0,0.0,12,12,38,5,5,2.462956428527832,0,11,8,1.375,2,0.25,9.875,6.4152494966983795,10.114397048950195,9.45004639862487,10.294838199132606,0,1,0,0.0,6,2,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,11,561012,1,1,0,240,7,46,132,151,7,14,141,0,0,0,0,1,11,0,5,0,0,0,0,,,0,0,0,1.692000538110733,27,0.0,0.0,32,36,95,9,5,3.5807038942972818,4,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,12,561013,0,0,0,240,4,8,,,8,14,,0,0,0,0,0,13,0,3,0,0,0,0,,,0,0,0,1.5588362683852515,13,0.0,1.984412391753401,18,16,59,7,2,4.885381017412458,7,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,12,561013,0,0,0,240,4,8,,,21,29,,0,0,0,0,3,15,0,1,0,0,0,0,,,0,0,0,1.3680069456497828,10,4.024252881285285,0.0,25,23,33,6,6,1.668030023574829,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.4418788254261017,0.5734468102455139,0.4418788254261017,4,4,2,2,36,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,1,1,2,2,2,0,0,0,2,0,0,1.08020589079225,1,107,108,14,11,106,98,0,36,0.8024215698242188,7.5974370965113245,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,12,561013,3,0,3,79,4,36,,,7,18,37,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,2.5267488262321374,14,0.0,0.0,6,6,8,14,14,5.97919208353216,9,2,3,0.6666666666666666,2,0.6666666666666666,19.333333333333332,13.947434584299723,13.65691343943278,10.957772936139788,12.91511923691322,0,2,0,0.3333333333333333,0,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,12,561013,2,2,0,240,4,8,46,69,8,14,153,0,0,0,0,1,9,0,4,0,0,0,0,,,0,0,0,2.090274889270465,21,0.0,0.0,29,33,81,1,1,0.7466402053833008,1,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,13,561014,0,1,-1,240,5,99,196,226,6,15,,0,0,0,0,0,12,0,5,0,0,0,0,,,0,0,0,1.2360379199186962,30,0.0,2.624625759472254,19,24,78,26,8,3.477621555328369,16,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,13,561014,0,0,0,240,5,9,14,,24,30,,0,0,0,0,2,15,1,1,1,1,1,0,15.0,1.0,0,0,0,1.1858310143152873,2,2.5234199773631607,0.0,36,30,49,0,0,,0,0,0,,0,,,,,,,0,0,0,,0,0,0,1.2377476692199707,1.144458293914795,1.144458293914795,10,6,4,2,4,2,2,2,0.9900000095367432,0.9900000095367432,1.0,3,1,0,1,0,0,0,0,0,0,0,0,1.1821839082751073,0,15,0,0,0,15,0,0,0,0.9571142196655273,7.538873768349489,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,13,561014,0,0,0,240,5,9,,,7,19,,0,0,0,0,1,11,0,6,0,0,0,0,,,0,0,0,1.2054952919483184,33,0.0,0.0,14,12,44,33,8,4.386737442016601,3,7,6,1.1666666666666667,0,0.0,6.166666666666667,3.6717246373494468,10.830264727274576,10.4243784855152,8.591372206404403,1,0,2,0.16666666666666666,6,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,13,561014,1,1,0,240,5,44,209,236,8,15,228,0,0,0,0,1,10,0,5,0,0,0,0,,,0,0,0,1.686198921998342,26,0.0,0.7997003145561619,29,37,99,9,2,4.322612818549661,9,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,0,0,0,240,7,201,,,6,12,,0,0,0,0,0,13,0,6,0,0,0,0,,,0,0,0,1.2861397663752239,14,0.0,2.4437798246544067,16,16,52,9,6,3.8124435212877064,2,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,0,1,-1,240,8,83,88,114,5,108,,0,0,0,0,2,9,1,2,1,1,1,0,16.0,1.0,0,0,0,2.1574051648378374,32,1.4609980923843355,0.0,28,28,29,15,5,2.057534337043762,7,0,0,,0,,,,,,,0,0,0,,0,0,0,0.30150893330574036,0.647434651851654,0.30150893330574036,9,5,4,2,31,3,2,3,0.9900000095367432,0.0,1.0,3,2,1,2,1,0,0,0,0,0,0,0,1.4811218038452718,2,51,38,0,0,48,41,0,0,0.6992108225822449,8.243986784418423,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,3,2,1,147,7,45,49,76,6,16,52,0,0,0,0,1,2,0,2,0,0,0,0,,,0,0,0,4.509337675003779,33,0.0,0.0,12,16,33,29,9,5.2567182080499055,14,5,5,1.0,2,0.4,17.2,11.02609567642212,8.634337043762207,9.776955592827719,8.810169766115587,5,4,12,0.2,2,2,1,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,14,561015,0,1,-1,240,7,40,44,66,6,13,,0,0,0,0,0,11,0,5,0,0,0,0,,,0,0,0,2.5808306455612184,27,0.0,0.7019129859370946,40,38,74,3,3,5.0929975509643555,3,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_RUSH,OP7_DEEP_FORTRESS,map_b_split_lane,15,561016,0,1,-1,240,6,154,156,180,6,13,,0,0,0,0,0,11,0,4,0,0,0,0,,,0,0,0,1.6514960020780562,23,0.0,2.351612776556105,15,20,58,14,4,3.332138878958566,10,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
BLUE_TURTLE,OP7_DEEP_FORTRESS,map_b_split_lane,15,561016,0,0,0,240,6,10,,,6,,,0,0,0,0,0,16,0,0,0,0,0,0,,,0,0,0,1.7095784197251003,9,2.8966387749720166,1.7296019998452838,33,37,52,0,0,,0,0,0,,0,,,,,,,0,0,0,,0,0,0,0.3779405653476715,0.5674388408660889,0.3779405653476715,1,4,1,2,60,1,2,2,0.0,0.4950000047683716,1.0,3,1,1,2,2,2,0,1,0,0,0,0,1.9472005361799112,5,88,134,0,18,104,133,0,3,0.7244775295257568,8.079191528881589,1,1
BLUE_SPLIT,OP7_DEEP_FORTRESS,map_b_split_lane,15,561016,0,0,0,240,6,,,,6,19,,0,0,0,0,0,12,0,8,0,0,0,0,,,0,0,0,1.1943430989980697,32,0.0,0.0,13,19,58,31,10,3.04220082682948,5,8,8,1.0,0,0.0,6.0,2.8390547037124634,10.334472954273224,9.176311356946826,9.097510665655136,1,1,3,0.125,8,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,1
BLUE_ESCORT,OP7_DEEP_FORTRESS,map_b_split_lane,15,561016,0,0,0,240,6,44,,,6,13,,0,0,0,0,0,10,0,4,0,0,0,0,,,0,0,0,1.2563761204481125,28,0.0,0.8330569223759658,27,23,118,4,2,4.946337427411761,3,0,0,,0,,,,,,,0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,0.0,0.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1,1
