condition,condition_display,opponent,map,episode_seed,cell_seed,episode_index,initial_z,z_sequence,z_sequence_len,z_switches_at_opportunities,logged_switches,router_entropy_mean,return,score_margin,episode_length,strategy_switches,strategy_resamples,strategy_unique_count
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,166971756,9100,2,2,2,1,0,0,nan,-2.554530803579837,2,113,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,758984956,9100,3,2,2,1,0,0,nan,-5.146866606199183,3,171,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1384147215,9100,4,2,2,1,0,0,nan,-3.9202591082139406,3,141,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,3467558512,9100,5,2,2,1,0,0,nan,-5.081461706402479,2,167,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1862507479,9100,6,2,2,1,0,0,nan,-1.3760661882406566,1,93,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,779818389,9100,7,2,2,1,0,0,nan,-0.7214993006491568,3,83,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,485061299,9100,8,2,2,1,0,0,nan,-1.9466960331483278,2,106,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,4067586421,9100,9,2,2,1,0,0,nan,-7.995850231993245,3,216,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,3126833638,9100,10,2,2,1,0,0,nan,-4.447168872924522,2,157,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1171708654,9100,11,2,2,1,0,0,nan,-10.554137728729984,3,285,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,3986194061,9100,12,2,2,1,0,0,nan,-0.2426493398961611,3,94,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,412842439,9100,13,2,2,1,0,0,nan,-1.1633613579906523,3,116,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,571949723,9100,14,2,2,1,0,0,nan,-4.387518705887487,3,138,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1891285091,9100,15,2,2,1,0,0,nan,-10.519909573951736,3,259,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1025218534,9100,16,2,2,1,0,0,nan,-1.5133419632620644,2,95,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,2694238768,9100,17,2,2,1,0,0,nan,-1.1569890115060844,3,93,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,952945613,9100,18,2,2,1,0,0,nan,-1.306303297780687,3,93,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,2468528603,9100,19,2,2,1,0,0,nan,-2.5530881240556482,3,133,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,2706217820,9100,20,2,2,1,0,0,nan,-2.610737047973089,3,115,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,1454424577,9100,21,2,2,1,0,0,nan,-5.064125555421924,3,158,0,0,1
fixed_z2,fixed_z2,OP8,map_b_split_lane_v2,759229268,9100,22,2,2,1,0,0,nan,-2.3736439283238724,3,127,0,0,1
