blue_style,red_style,map,episode_index,episode_seed,touch_step,pickup_step,carrier_idx,end_step,loss_cause,carrier_lifetime,max_return_progress,crossed_midfield,reached_capture_zone,captured,carrier_loss_x,carrier_loss_y,min_dist_red0,min_dist_red1,teammate_dist_at_pickup,teammate_lane_before,teammate_lane_after,red_retarget_latency,noncarrier_flag_pressure_steps,noncarrier_support_steps
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,185,185,0,206,capture,21,14.774113178253174,1,1,1,2.225886821746826,10.203639030456543,2.616319177464291,1.2779431414040192,4.4970574378967285,-1.0,-1.0,1,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,12,761013,210,210,1,230,other,20,13.538793087005615,1,1,0,3.4612069129943848,13.216532707214355,4.792554338652258,5.819375026898366,14.63772964477539,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,18,18,1,29,tag,11,4.336383819580078,0,0,0,12.663616180419922,11.671290397644043,1.107052887371235,0.8901663955020319,3.5974597930908203,1.0,1.0,0,3,4
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,32,32,0,52,capture,20,14.766748905181885,1,1,1,2.2332510948181152,9.788663864135742,2.3332548847664167,1.3328637487723571,5.691939353942871,1.0,1.0,0,1,3
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,69,69,1,78,tag,9,4.594246864318848,0,0,0,12.405753135681152,8.868616104125977,1.3229365639788262,1.61623182907328,5.715195178985596,1.0,1.0,0,2,3
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,83,83,0,84,tag,1,0.8472347259521484,0,0,0,16.15276527404785,9.29459285736084,1.1138795097250798,1.0704765834747132,8.559419631958008,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,121,121,0,140,capture,19,14.786136388778687,1,1,1,2.2138636112213135,10.17201042175293,3.6719166499858127,0.9602526372426459,9.962833404541016,-1.0,-1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,13,761014,151,151,1,176,other,25,14.158639907836914,1,1,0,2.841360092163086,5.836878299713135,2.6352435965243504,0.8999512284614777,8.945619583129883,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,21,21,0,40,capture,19,14.790581464767456,1,1,1,2.209418535232544,10.174490928649902,3.7758025033647886,3.1513895459740255,7.770479202270508,-1.0,-1.0,1,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,46,46,1,62,tag,16,4.054526329040527,0,0,0,12.945473670959473,10.316286087036133,1.313451776128837,0.8701583321981078,13.081266403198242,1.0,1.0,0,2,5
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,63,63,0,67,tag,4,1.7448701858520508,0,0,0,15.25512981414795,7.776413917541504,2.1365878311871773,0.7647910851711313,5.444319248199463,1.0,1.0,0,0,0
BLUE_SPLIT,OP8_PROTECTED_CARRIER_ESCORT,map_b_split_lane,14,761015,99,99,1,107,tag,8,4.771544456481934,0,0,0,12.228455543518066,10.228727340698242,1.194971135705759,1.4058633023673979,4.47721529006958,1.0,1.0,0,2,3
