tick,blue_score,red_score,n_near_home,n_attack_like,blue_x0,blue_x1,blue_x2,blue_x3,blue_y0,blue_y1,blue_y2,blue_y3,forced0,forced1,forced2,forced3,near_home0,near_home1,near_home2,near_home3
113,0,0,2,1,1.1429681777954102,13.32448959350586,3.643441677093506,2.182873010635376,9.819195747375488,7.802606105804443,9.793224334716797,10.216395378112793,0,1,1,0,0,0,1,1
114,0,0,2,1,1.6096220016479492,12.2554292678833,3.650373697280884,1.4548615217208862,9.917643547058105,8.010046005249023,10.8822021484375,11.026284217834473,0,1,1,0,0,0,1,1
115,0,0,2,1,1.8221828937530518,11.186368942260742,4.7324981689453125,1.9569698572158813,9.962486267089844,8.217485427856445,11.004382133483887,11.992621421813965,0,1,1,0,0,0,1,1
116,0,0,2,1,1.9190043210983276,10.117308616638184,5.799928188323975,2.4590773582458496,9.982912063598633,8.424925804138184,10.788710594177246,12.958959579467773,0,1,1,0,0,0,1,1
117,0,0,1,2,1.9631065130233765,9.048248291015625,6.872476100921631,2.7536096572875977,9.992216110229492,8.632365226745605,10.600131034851074,13.525806427001953,0,1,1,0,0,0,0,1
118,0,0,1,2,1.9831950664520264,7.979187965393066,7.960500717163086,3.8114328384399414,9.996454238891602,8.839805603027344,10.554056167602539,13.784517288208008,0,1,1,0,0,0,0,1
119,0,0,1,2,1.9923454523086548,6.910127639770508,9.049237251281738,4.193691253662109,9.998384475708008,9.047245025634766,10.530094146728516,12.764811515808105,0,1,1,0,0,0,0,1
120,0,0,1,2,1.9965137243270874,5.841067314147949,10.137351036071777,3.515615463256836,9.999263763427734,9.254684448242188,10.486160278320312,11.912676811218262,0,1,1,0,0,0,0,1
121,0,0,1,2,1.9984127283096313,4.772006988525391,11.224700927734375,2.8384876251220703,9.999665260314941,9.46212387084961,10.426227569580078,11.05978775024414,0,1,1,0,0,0,0,1
122,0,0,2,2,1.9992786645889282,3.781276226043701,12.304251670837402,3.5267839431762695,9.999847412109375,9.175737380981445,10.283082008361816,10.780176162719727,0,1,1,0,0,1,0,1
123,0,0,2,2,1.9996750354766846,3.860551118850708,13.326428413391113,4.603584289550781,9.999931335449219,10.261848449707031,9.90748119354248,10.61762809753418,0,1,1,0,0,1,0,1
124,0,0,2,1,1.9998598098754883,4.457707405090332,14.351932525634766,6.171079635620117,9.999970436096191,10.215842247009277,9.541062355041504,10.551094055175781,0,1,1,0,0,1,0,1
125,0,0,1,2,1.9999529123306274,5.543998718261719,14.087587356567383,7.245687484741211,9.999990463256836,10.139081001281738,7.97984504699707,10.37463092803955,0,1,1,0,0,1,0,0
126,0,0,0,3,2.000012159347534,6.632964134216309,13.004651069641113,7.1978278160095215,10.00000286102295,10.147780418395996,8.094603538513184,9.286683082580566,0,1,1,0,0,0,0,0
127,0,0,1,2,2.000059127807617,7.721766471862793,11.93161678314209,6.111875534057617,9.999974250793457,10.168529510498047,8.2803955078125,9.205265045166016,0,1,1,0,0,0,0,1
128,0,0,1,2,2.000077486038208,8.80682373046875,10.858582496643066,5.042662620544434,9.99991226196289,10.075947761535645,8.4661865234375,9.411917686462402,0,1,1,0,0,0,0,1
129,0,0,1,2,2.0000405311584473,9.47465705871582,9.785548210144043,3.9734461307525635,9.999836921691895,10.207359313964844,8.651978492736816,9.618551254272461,0,1,1,0,0,0,0,1
130,0,0,1,2,1.999941349029541,10.559986114501953,8.71251392364502,4.0519022941589355,9.999797821044922,10.118019104003906,8.837769508361816,10.704721450805664,0,1,1,0,0,0,0,1
131,0,0,1,2,1.9998230934143066,11.648916244506836,7.639479637145996,4.924103260040283,9.99984359741211,10.105690956115723,9.0235595703125,11.35678482055664,0,1,1,0,0,0,0,1
132,0,0,1,2,1.9997614622116089,12.736876487731934,6.566445350646973,5.796302795410156,9.999968528747559,10.153274536132812,9.2093505859375,12.00885009765625,0,1,1,0,0,0,0,1
133,0,0,0,3,1.9998013973236084,13.808444023132324,5.493411064147949,6.668502330780029,10.000104904174805,9.959203720092773,9.395140647888184,12.66091537475586,0,1,1,0,0,0,0,0
134,0,0,0,3,1.9999159574508667,14.128146171569824,4.420376300811768,6.124403953552246,10.000174522399902,11.000218391418457,9.58092975616455,13.604249000549316,0,1,1,0,0,0,0,0
135,0,0,2,2,2.0000321865081787,15.199713706970215,3.347341775894165,5.123233795166016,10.000150680541992,10.806147575378418,9.766719818115234,13.175786972045898,0,1,1,0,0,0,1,1
136,0,0,2,1,2.000091075897217,15.519415855407715,3.404649019241333,4.359630584716797,10.000069618225098,11.847162246704102,10.85421085357666,12.399365425109863,0,1,1,0,0,0,1,1
137,0,0,2,1,2.000081777572632,14.523628234863281,4.491267204284668,3.59605073928833,9.999987602233887,12.287989616394043,10.926194190979004,11.622920036315918,0,1,1,0,0,0,1,1
138,0,0,2,1,2.000028371810913,13.452359199523926,5.579920768737793,2.8324880599975586,9.999940872192383,12.092275619506836,10.953664779663086,10.846458435058594,0,1,1,0,0,0,1,1
139,0,0,1,2,1.649350881576538,12.38109016418457,6.666884422302246,2.7298262119293213,9.643472671508789,11.896560668945312,11.020232200622559,10.741999626159668,0,1,1,0,0,0,0,1
140,0,0,1,2,1.4539488554000854,11.309821128845215,7.7558512687683105,2.141507387161255,9.833098411560059,11.700845718383789,11.01175308227539,10.143851280212402,0,1,1,0,0,0,0,1
141,0,0,1,2,0.9905047416687012,10.23855209350586,8.834626197814941,2.2125847339630127,10.370573997497559,11.505130767822266,10.862871170043945,9.747552871704102,0,1,1,0,0,0,0,1
142,0,0,1,2,1.3607760667800903,9.167283058166504,9.916584968566895,1.3568689823150635,10.82417106628418,11.309415817260742,10.73923110961914,10.029242515563965,0,1,1,0,0,0,0,1
143,0,0,1,2,2.3940670490264893,8.096014022827148,11.004650115966797,0.832171618938446,10.709379196166992,11.113702774047852,10.78433895111084,11.291378021240234,0,1,1,0,0,0,0,1
144,0,0,1,2,2.7453532218933105,7.024744987487793,12.092842102050781,1.5126447677612305,10.441363334655762,10.917987823486328,10.82628345489502,12.141599655151367,0,1,1,0,0,0,0,1
