arm,pole,seed,pair,steps,blue,red,win,margin
A_prime,B,21200074,1-3,240,0,2,0,-2
N_prime,B,21200074,1-3,197,0,3,0,-3
pi_B,B,21200074,,240,0,0,0,0
pi_A,A,21200075,,240,1,0,1,1
A_prime,A,21200075,2-3,240,1,0,1,1
N_prime,A,21200075,2-3,240,2,1,1,1
pi_B,A,21200075,,240,1,0,1,1
pi_A,B,21200075,,240,0,0,0,0
A_prime,B,21200075,2-3,240,0,0,0,0
N_prime,B,21200075,2-3,240,1,0,1,1
pi_B,B,21200075,,240,1,0,1,1
pi_A,A,21200076,,240,2,0,1,2
A_prime,A,21200076,0-1,150,3,1,1,2
N_prime,A,21200076,0-1,240,2,1,1,1
pi_B,A,21200076,,240,1,0,1,1
pi_A,B,21200076,,240,2,0,1,2
A_prime,B,21200076,0-1,240,0,0,0,0
N_prime,B,21200076,0-1,240,0,1,0,-1
pi_B,B,21200076,,240,1,1,0,0
pi_A,A,21200077,,240,1,0,1,1
A_prime,A,21200077,0-2,240,2,0,1,2
N_prime,A,21200077,0-2,240,1,2,0,-1
pi_B,A,21200077,,115,3,0,1,3
pi_A,B,21200077,,240,2,0,1,2
A_prime,B,21200077,0-2,240,0,2,0,-2
N_prime,B,21200077,0-2,240,0,1,0,-1
pi_B,B,21200077,,234,3,0,1,3
pi_A,A,21200078,,240,2,0,1,2
A_prime,A,21200078,0-3,240,2,0,1,2
N_prime,A,21200078,0-3,240,0,0,0,0
pi_B,A,21200078,,240,1,0,1,1
pi_A,B,21200078,,103,3,0,1,3
A_prime,B,21200078,0-3,240,0,1,0,-1
N_prime,B,21200078,0-3,240,0,1,0,-1
pi_B,B,21200078,,214,3,0,1,3
pi_A,A,21200079,,240,1,0,1,1
A_prime,A,21200079,1-2,226,3,1,1,2
N_prime,A,21200079,1-2,194,3,1,1,2
pi_B,A,21200079,,240,1,0,1,1
pi_A,B,21200079,,100,3,0,1,3
A_prime,B,21200079,1-2,240,0,1,0,-1
N_prime,B,21200079,1-2,240,0,1,0,-1
pi_B,B,21200079,,240,1,0,1,1
pi_A,A,21200080,,240,1,0,1,1
A_prime,A,21200080,1-3,229,3,0,1,3
N_prime,A,21200080,1-3,240,0,1,0,-1
pi_B,A,21200080,,240,0,0,0,0
pi_A,B,21200080,,240,0,0,0,0
A_prime,B,21200080,1-3,240,2,1,1,1
N_prime,B,21200080,1-3,240,1,1,0,0
pi_B,B,21200080,,240,0,0,0,0
pi_A,A,21200081,,240,1,0,1,1
A_prime,A,21200081,2-3,240,0,0,0,0
N_prime,A,21200081,2-3,240,1,0,1,1
pi_B,A,21200081,,240,0,0,0,0
pi_A,B,21200081,,240,1,0,1,1
A_prime,B,21200081,2-3,240,0,2,0,-2
N_prime,B,21200081,2-3,240,0,2,0,-2
pi_B,B,21200081,,240,0,0,0,0
pi_A,A,21200082,,240,1,0,1,1
A_prime,A,21200082,0-1,240,0,0,0,0
N_prime,A,21200082,0-1,194,3,1,1,2
pi_B,A,21200082,,101,3,0,1,3
pi_A,B,21200082,,240,0,0,0,0
A_prime,B,21200082,0-1,240,0,0,0,0
N_prime,B,21200082,0-1,240,0,0,0,0
pi_B,B,21200082,,240,0,0,0,0
pi_A,A,21200083,,240,1,0,1,1
A_prime,A,21200083,0-2,240,1,1,0,0
N_prime,A,21200083,0-2,240,1,0,1,1
pi_B,A,21200083,,240,1,1,0,0
pi_A,B,21200083,,126,3,0,1,3
A_prime,B,21200083,0-2,240,0,1,0,-1
N_prime,B,21200083,0-2,240,0,0,0,0
pi_B,B,21200083,,240,1,0,1,1
pi_A,A,21200084,,240,1,0,1,1
A_prime,A,21200084,0-3,240,0,0,0,0
N_prime,A,21200084,0-3,135,3,0,1,3
pi_B,A,21200084,,240,2,1,1,1
pi_A,B,21200084,,190,3,0,1,3
A_prime,B,21200084,0-3,240,1,2,0,-1
N_prime,B,21200084,0-3,240,0,1,0,-1
pi_B,B,21200084,,240,2,0,1,2
pi_A,A,21200085,,240,1,0,1,1
A_prime,A,21200085,1-2,240,2,0,1,2
N_prime,A,21200085,1-2,240,1,0,1,1
pi_B,A,21200085,,240,1,0,1,1
pi_A,B,21200085,,240,0,0,0,0
A_prime,B,21200085,1-2,240,0,1,0,-1
N_prime,B,21200085,1-2,240,0,2,0,-2
pi_B,B,21200085,,240,0,1,0,-1
pi_A,A,21200086,,240,1,0,1,1
A_prime,A,21200086,1-3,219,3,1,1,2
N_prime,A,21200086,1-3,240,1,1,0,0
pi_B,A,21200086,,202,3,1,1,2
pi_A,B,21200086,,87,3,0,1,3
A_prime,B,21200086,1-3,240,0,0,0,0
N_prime,B,21200086,1-3,240,1,1,0,0
pi_B,B,21200086,,132,3,0,1,3
pi_A,A,21200087,,240,0,0,0,0
A_prime,A,21200087,2-3,240,0,0,0,0
N_prime,A,21200087,2-3,240,1,2,0,-1
pi_B,A,21200087,,240,0,0,0,0
pi_A,B,21200087,,240,0,0,0,0
A_prime,B,21200087,2-3,240,0,2,0,-2
N_prime,B,21200087,2-3,240,0,2,0,-2
pi_B,B,21200087,,240,0,0,0,0
pi_A,A,21200088,,240,1,0,1,1
A_prime,A,21200088,0-1,240,0,0,0,0
N_prime,A,21200088,0-1,165,3,0,1,3
pi_B,A,21200088,,240,2,0,1,2
pi_A,B,21200088,,126,3,0,1,3
A_prime,B,21200088,0-1,240,0,0,0,0
N_prime,B,21200088,0-1,240,0,2,0,-2
pi_B,B,21200088,,217,3,0,1,3
pi_A,A,21200089,,240,1,0,1,1
A_prime,A,21200089,0-2,240,2,2,0,0
N_prime,A,21200089,0-2,220,3,0,1,3
pi_B,A,21200089,,240,0,0,0,0
pi_A,B,21200089,,240,0,0,0,0
A_prime,B,21200089,0-2,240,1,1,0,0
N_prime,B,21200089,0-2,240,0,2,0,-2
pi_B,B,21200089,,240,1,1,0,0
pi_A,A,21200090,,240,0,0,0,0
A_prime,A,21200090,0-3,165,3,0,1,3
N_prime,A,21200090,0-3,151,3,0,1,3
pi_B,A,21200090,,240,1,0,1,1
pi_A,B,21200090,,166,3,1,1,2
A_prime,B,21200090,0-3,240,1,0,1,1
N_prime,B,21200090,0-3,240,0,1,0,-1
pi_B,B,21200090,,240,1,0,1,1
pi_A,A,21200091,,240,0,0,0,0
A_prime,A,21200091,1-2,211,3,0,1,3
N_prime,A,21200091,1-2,240,2,0,1,2
pi_B,A,21200091,,240,0,0,0,0
pi_A,B,21200091,,193,3,0,1,3
A_prime,B,21200091,1-2,240,0,0,0,0
N_prime,B,21200091,1-2,240,0,2,0,-2
pi_B,B,21200091,,240,1,0,1,1
pi_A,A,21200092,,240,1,0,1,1
A_prime,A,21200092,1-3,182,3,1,1,2
N_prime,A,21200092,1-3,240,1,2,0,-1
pi_B,A,21200092,,240,2,0,1,2
pi_A,B,21200092,,240,0,0,0,0
A_prime,B,21200092,1-3,240,1,2,0,-1
N_prime,B,21200092,1-3,240,1,2,0,-1
pi_B,B,21200092,,240,1,0,1,1
pi_A,A,21200093,,240,0,0,0,0
A_prime,A,21200093,2-3,240,2,1,1,1
N_prime,A,21200093,2-3,160,3,2,1,1
pi_B,A,21200093,,240,0,0,0,0
pi_A,B,21200093,,240,1,0,1,1
A_prime,B,21200093,2-3,240,0,2,0,-2
N_prime,B,21200093,2-3,240,0,1,0,-1
pi_B,B,21200093,,240,1,0,1,1
pi_A,A,21200094,,240,0,0,0,0
A_prime,A,21200094,0-1,240,0,0,0,0
N_prime,A,21200094,0-1,162,3,0,1,3
pi_B,A,21200094,,240,0,1,0,-1
pi_A,B,21200094,,240,1,0,1,1
A_prime,B,21200094,0-1,240,1,2,0,-1
N_prime,B,21200094,0-1,240,0,1,0,-1
pi_B,B,21200094,,240,2,2,0,0
pi_A,A,21200095,,168,3,1,1,2
A_prime,A,21200095,0-2,240,0,0,0,0
N_prime,A,21200095,0-2,240,0,0,0,0
pi_B,A,21200095,,240,0,1,0,-1
pi_A,B,21200095,,240,0,0,0,0
A_prime,B,21200095,0-2,240,0,2,0,-2
N_prime,B,21200095,0-2,240,0,1,0,-1
pi_B,B,21200095,,240,0,0,0,0
pi_A,A,21200096,,240,0,0,0,0
A_prime,A,21200096,0-3,240,0,0,0,0
N_prime,A,21200096,0-3,239,3,1,1,2
pi_B,A,21200096,,240,1,0,1,1
pi_A,B,21200096,,240,0,0,0,0
A_prime,B,21200096,0-3,240,0,0,0,0
N_prime,B,21200096,0-3,240,0,1,0,-1
pi_B,B,21200096,,240,0,1,0,-1
pi_A,A,21200097,,240,1,0,1,1
A_prime,A,21200097,1-2,168,3,0,1,3
N_prime,A,21200097,1-2,240,0,0,0,0
pi_B,A,21200097,,240,1,0,1,1
pi_A,B,21200097,,182,3,0,1,3
A_prime,B,21200097,1-2,240,0,0,0,0
N_prime,B,21200097,1-2,240,0,0,0,0
pi_B,B,21200097,,240,1,1,0,0
pi_A,A,21200098,,240,2,0,1,2
A_prime,A,21200098,1-3,232,3,0,1,3
N_prime,A,21200098,1-3,240,0,0,0,0
pi_B,A,21200098,,240,0,0,0,0
pi_A,B,21200098,,240,0,0,0,0
A_prime,B,21200098,1-3,240,0,0,0,0
N_prime,B,21200098,1-3,240,1,0,1,1
pi_B,B,21200098,,143,3,0,1,3
pi_A,A,21200099,,240,1,0,1,1
A_prime,A,21200099,2-3,240,0,0,0,0
N_prime,A,21200099,2-3,142,3,1,1,2
pi_B,A,21200099,,240,0,0,0,0
pi_A,B,21200099,,240,0,0,0,0
A_prime,B,21200099,2-3,240,1,1,0,0
N_prime,B,21200099,2-3,240,0,0,0,0
pi_B,B,21200099,,240,2,0,1,2
pi_A,A,21200100,,240,1,0,1,1
A_prime,A,21200100,0-1,240,1,1,0,0
N_prime,A,21200100,0-1,240,1,2,0,-1
pi_B,A,21200100,,240,1,0,1,1
pi_A,B,21200100,,240,0,0,0,0
A_prime,B,21200100,0-1,240,0,1,0,-1
N_prime,B,21200100,0-1,240,0,1,0,-1
pi_B,B,21200100,,240,0,1,0,-1
pi_A,A,21200101,,240,2,0,1,2
A_prime,A,21200101,0-2,240,2,0,1,2
N_prime,A,21200101,0-2,240,0,1,0,-1
pi_B,A,21200101,,240,1,0,1,1
pi_A,B,21200101,,210,3,0,1,3
A_prime,B,21200101,0-2,240,1,0,1,1
N_prime,B,21200101,0-2,240,0,1,0,-1
pi_B,B,21200101,,240,0,0,0,0
pi_A,A,21200102,,240,2,0,1,2
A_prime,A,21200102,0-3,149,3,0,1,3
N_prime,A,21200102,0-3,240,2,0,1,2
pi_B,A,21200102,,240,1,0,1,1
pi_A,B,21200102,,240,0,0,0,0
A_prime,B,21200102,0-3,240,0,1,0,-1
N_prime,B,21200102,0-3,240,0,1,0,-1
pi_B,B,21200102,,240,0,0,0,0
pi_A,A,21200103,,240,1,0,1,1
A_prime,A,21200103,1-2,240,0,1,0,-1
N_prime,A,21200103,1-2,240,2,2,0,0
pi_B,A,21200103,,149,3,0,1,3
pi_A,B,21200103,,240,1,0,1,1
A_prime,B,21200103,1-2,240,0,0,0,0
N_prime,B,21200103,1-2,240,0,1,0,-1
pi_B,B,21200103,,240,0,0,0,0
pi_A,A,21200104,,240,0,0,0,0
A_prime,A,21200104,1-3,240,1,1,0,0
N_prime,A,21200104,1-3,240,0,0,0,0
pi_B,A,21200104,,240,0,0,0,0
pi_A,B,21200104,,240,0,0,0,0
A_prime,B,21200104,1-3,240,0,0,0,0
N_prime,B,21200104,1-3,240,0,0,0,0
pi_B,B,21200104,,240,0,0,0,0
pi_A,A,21200105,,240,1,0,1,1
A_prime,A,21200105,2-3,240,0,1,0,-1
N_prime,A,21200105,2-3,240,2,0,1,2
pi_B,A,21200105,,240,0,0,0,0
pi_A,B,21200105,,140,3,0,1,3
A_prime,B,21200105,2-3,240,0,0,0,0
N_prime,B,21200105,2-3,240,1,0,1,1
pi_B,B,21200105,,240,0,0,0,0
pi_A,A,21200106,,240,1,0,1,1
A_prime,A,21200106,0-1,126,3,0,1,3
N_prime,A,21200106,0-1,202,3,0,1,3
pi_B,A,21200106,,240,2,0,1,2
pi_A,B,21200106,,240,0,0,0,0
A_prime,B,21200106,0-1,240,0,1,0,-1
N_prime,B,21200106,0-1,200,0,3,0,-3
pi_B,B,21200106,,240,0,0,0,0
pi_A,A,21200107,,240,1,0,1,1
A_prime,A,21200107,0-2,240,2,1,1,1
N_prime,A,21200107,0-2,240,1,0,1,1
pi_B,A,21200107,,240,2,0,1,2
pi_A,B,21200107,,113,3,0,1,3
A_prime,B,21200107,0-2,240,0,0,0,0
N_prime,B,21200107,0-2,240,0,0,0,0
pi_B,B,21200107,,217,3,1,1,2
pi_A,A,21200108,,240,1,0,1,1
A_prime,A,21200108,0-3,240,1,0,1,1
N_prime,A,21200108,0-3,191,3,0,1,3
pi_B,A,21200108,,240,1,0,1,1
pi_A,B,21200108,,240,2,0,1,2
A_prime,B,21200108,0-3,240,0,0,0,0
N_prime,B,21200108,0-3,240,0,2,0,-2
pi_B,B,21200108,,240,1,0,1,1
pi_A,A,21200109,,240,1,0,1,1
A_prime,A,21200109,1-2,240,2,0,1,2
N_prime,A,21200109,1-2,240,2,1,1,1
pi_B,A,21200109,,240,1,0,1,1
pi_A,B,21200109,,240,0,0,0,0
A_prime,B,21200109,1-2,240,1,0,1,1
N_prime,B,21200109,1-2,240,0,1,0,-1
pi_B,B,21200109,,240,0,0,0,0
pi_A,A,21200110,,240,1,1,0,0
A_prime,A,21200110,1-3,184,3,0,1,3
N_prime,A,21200110,1-3,240,2,0,1,2
pi_B,A,21200110,,240,0,0,0,0
pi_A,B,21200110,,118,3,0,1,3
A_prime,B,21200110,1-3,240,1,1,0,0
N_prime,B,21200110,1-3,240,0,1,0,-1
pi_B,B,21200110,,201,3,0,1,3
pi_A,A,21200111,,240,1,0,1,1
A_prime,A,21200111,2-3,240,0,1,0,-1
N_prime,A,21200111,2-3,131,3,1,1,2
pi_B,A,21200111,,240,1,0,1,1
pi_A,B,21200111,,224,3,0,1,3
A_prime,B,21200111,2-3,240,1,0,1,1
N_prime,B,21200111,2-3,240,0,1,0,-1
pi_B,B,21200111,,240,2,0,1,2
pi_A,A,21200112,,240,1,0,1,1
A_prime,A,21200112,0-1,240,0,0,0,0
N_prime,A,21200112,0-1,240,2,2,0,0
pi_B,A,21200112,,240,1,0,1,1
pi_A,B,21200112,,123,3,0,1,3
A_prime,B,21200112,0-1,240,1,1,0,0
N_prime,B,21200112,0-1,240,0,0,0,0
pi_B,B,21200112,,240,1,1,0,0
pi_A,A,21200113,,240,1,0,1,1
A_prime,A,21200113,0-2,210,3,1,1,2
N_prime,A,21200113,0-2,240,0,2,0,-2
pi_B,A,21200113,,106,3,1,1,2
pi_A,B,21200113,,240,0,0,0,0
A_prime,B,21200113,0-2,240,0,0,0,0
N_prime,B,21200113,0-2,240,1,0,1,1
pi_B,B,21200113,,240,2,0,1,2
pi_A,A,21200114,,240,1,0,1,1
A_prime,A,21200114,0-3,240,2,0,1,2
N_prime,A,21200114,0-3,175,3,1,1,2
pi_B,A,21200114,,240,1,0,1,1
pi_A,B,21200114,,240,0,0,0,0
A_prime,B,21200114,0-3,240,0,2,0,-2
N_prime,B,21200114,0-3,240,0,1,0,-1
pi_B,B,21200114,,240,0,0,0,0
pi_A,A,21200115,,240,1,1,0,0
A_prime,A,21200115,1-2,240,2,1,1,1
N_prime,A,21200115,1-2,208,3,0,1,3
pi_B,A,21200115,,116,3,0,1,3
pi_A,B,21200115,,229,3,0,1,3
A_prime,B,21200115,1-2,240,0,0,0,0
N_prime,B,21200115,1-2,240,2,0,1,2
pi_B,B,21200115,,240,0,2,0,-2
pi_A,A,21200116,,240,1,0,1,1
A_prime,A,21200116,1-3,240,1,1,0,0
N_prime,A,21200116,1-3,240,1,2,0,-1
pi_B,A,21200116,,240,1,0,1,1
pi_A,B,21200116,,240,2,0,1,2
A_prime,B,21200116,1-3,240,0,0,0,0
N_prime,B,21200116,1-3,240,0,0,0,0
pi_B,B,21200116,,240,1,0,1,1
pi_A,A,21200117,,240,2,0,1,2
A_prime,A,21200117,2-3,240,0,0,0,0
N_prime,A,21200117,2-3,240,1,0,1,1
pi_B,A,21200117,,240,0,0,0,0
pi_A,B,21200117,,240,0,0,0,0
A_prime,B,21200117,2-3,240,0,1,0,-1
N_prime,B,21200117,2-3,240,0,0,0,0
pi_B,B,21200117,,240,0,0,0,0
pi_A,A,21200118,,240,0,0,0,0
A_prime,A,21200118,0-1,240,2,0,1,2
N_prime,A,21200118,0-1,240,2,1,1,1
pi_B,A,21200118,,240,1,2,0,-1
pi_A,B,21200118,,240,2,0,1,2
A_prime,B,21200118,0-1,240,0,0,0,0
N_prime,B,21200118,0-1,240,0,1,0,-1
pi_B,B,21200118,,240,1,0,1,1
pi_A,A,21200119,,240,1,0,1,1
A_prime,A,21200119,0-2,240,1,1,0,0
N_prime,A,21200119,0-2,122,3,0,1,3
pi_B,A,21200119,,240,0,0,0,0
pi_A,B,21200119,,87,3,0,1,3
A_prime,B,21200119,0-2,240,0,1,0,-1
N_prime,B,21200119,0-2,240,1,1,0,0
pi_B,B,21200119,,240,0,2,0,-2
pi_A,A,21200120,,240,1,0,1,1
A_prime,A,21200120,0-3,240,1,0,1,1
N_prime,A,21200120,0-3,240,2,1,1,1
pi_B,A,21200120,,240,0,0,0,0
pi_A,B,21200120,,85,3,0,1,3
A_prime,B,21200120,0-3,240,0,2,0,-2
N_prime,B,21200120,0-3,240,0,0,0,0
pi_B,B,21200120,,240,0,0,0,0
pi_A,A,21200121,,240,1,0,1,1
A_prime,A,21200121,1-2,164,3,0,1,3
N_prime,A,21200121,1-2,240,0,0,0,0
pi_B,A,21200121,,240,1,0,1,1
pi_A,B,21200121,,100,3,0,1,3
A_prime,B,21200121,1-2,240,0,0,0,0
N_prime,B,21200121,1-2,240,1,1,0,0
pi_B,B,21200121,,240,0,0,0,0
pi_A,A,21200122,,240,1,0,1,1
A_prime,A,21200122,1-3,240,1,0,1,1
N_prime,A,21200122,1-3,151,3,1,1,2
pi_B,A,21200122,,240,0,0,0,0
pi_A,B,21200122,,240,0,0,0,0
A_prime,B,21200122,1-3,240,0,0,0,0
N_prime,B,21200122,1-3,240,0,0,0,0
pi_B,B,21200122,,240,0,0,0,0
pi_A,A,21200123,,240,1,0,1,1
A_prime,A,21200123,2-3,240,2,1,1,1
N_prime,A,21200123,2-3,157,3,0,1,3
pi_B,A,21200123,,240,0,0,0,0
pi_A,B,21200123,,97,3,0,1,3
A_prime,B,21200123,2-3,240,1,0,1,1
N_prime,B,21200123,2-3,240,0,0,0,0
pi_B,B,21200123,,240,1,0,1,1
pi_A,A,21200124,,240,2,0,1,2
A_prime,A,21200124,0-1,164,3,1,1,2
N_prime,A,21200124,0-1,188,3,1,1,2
pi_B,A,21200124,,240,0,0,0,0
pi_A,B,21200124,,240,2,0,1,2
A_prime,B,21200124,0-1,240,0,2,0,-2
N_prime,B,21200124,0-1,240,0,2,0,-2
pi_B,B,21200124,,108,3,0,1,3
pi_A,A,21200125,,240,1,0,1,1
A_prime,A,21200125,0-2,240,2,1,1,1
N_prime,A,21200125,0-2,117,3,1,1,2
pi_B,A,21200125,,240,2,0,1,2
pi_A,B,21200125,,240,1,0,1,1
A_prime,B,21200125,0-2,240,1,1,0,0
N_prime,B,21200125,0-2,240,0,2,0,-2
pi_B,B,21200125,,240,0,0,0,0
pi_A,A,21200126,,240,1,0,1,1
A_prime,A,21200126,0-3,240,2,0,1,2
N_prime,A,21200126,0-3,130,3,0,1,3
pi_B,A,21200126,,240,1,0,1,1
pi_A,B,21200126,,240,0,0,0,0
A_prime,B,21200126,0-3,240,0,1,0,-1
N_prime,B,21200126,0-3,240,0,1,0,-1
pi_B,B,21200126,,240,1,0,1,1
pi_A,A,21200127,,240,2,0,1,2
A_prime,A,21200127,1-2,240,1,0,1,1
N_prime,A,21200127,1-2,240,1,0,1,1
pi_B,A,21200127,,240,2,0,1,2
pi_A,B,21200127,,155,3,0,1,3
A_prime,B,21200127,1-2,240,1,2,0,-1
N_prime,B,21200127,1-2,240,0,1,0,-1
pi_B,B,21200127,,240,0,0,0,0
pi_A,A,21200128,,240,1,0,1,1
A_prime,A,21200128,1-3,240,2,0,1,2
N_prime,A,21200128,1-3,240,1,0,1,1
pi_B,A,21200128,,240,0,0,0,0
pi_A,B,21200128,,98,3,0,1,3
A_prime,B,21200128,1-3,240,0,1,0,-1
N_prime,B,21200128,1-3,240,0,2,0,-2
pi_B,B,21200128,,240,2,0,1,2
