policy,pole,arm,seed,defender_id,blue,red,win,margin,steps,sealed_blue,sealed_red,time_to_first_carry,time_to_first_carry_excl_defender,n_carry_starts,n_carry_starts_excl_defender,total_carry_ticks,total_carry_ticks_excl_defender,n_carry_clean_release,n_carry_tag_caught,red_carrying_ticks,n_red_carry_starts,tagged_ticks_total,tagged_fraction,first_tag_tick,mean_active_count
pi_A,B,plus_one_defender,20900087,5,2,1,1,1,240,2,1,23.0,23.0,5,5,151,151,2,2,150,3,236,0.1638888888888889,7.0,5.016666666666667
pi_B,A,native,20900087,5,1,0,1,1,240,1,0,13.0,13.0,2,1,216,14,1,0,208,1,65,0.04513888888888889,7.0,5.729166666666667
pi_B,A,plus_one_defender,20900087,5,1,0,1,1,240,1,0,13.0,13.0,3,3,216,216,1,1,208,2,125,0.08680555555555555,7.0,5.479166666666667
pi_B,B,native,20900087,5,3,0,1,3,123,3,0,13.0,13.0,6,6,53,53,2,3,0,0,260,0.3523035230352303,7.0,3.886178861788618
pi_B,B,plus_one_defender,20900087,5,2,0,1,2,240,2,0,27.0,27.0,11,11,45,45,2,9,0,0,507,0.35208333333333336,7.0,3.8875
pi_A,A,native,20900088,0,0,0,0,0,240,0,0,19.0,19.0,1,1,221,221,0,0,215,1,67,0.04652777777777778,8.0,5.720833333333333
pi_A,A,plus_one_defender,20900088,0,3,0,1,3,85,3,0,19.0,19.0,3,3,44,44,2,0,3,1,50,0.09803921568627451,8.0,5.411764705882353
pi_A,B,native,20900088,0,3,0,1,3,93,3,0,14.0,14.0,3,2,43,29,2,0,0,0,136,0.24372759856630824,10.0,4.537634408602151
pi_A,B,plus_one_defender,20900088,0,3,0,1,3,94,3,0,14.0,14.0,3,3,43,43,2,0,3,1,100,0.1773049645390071,10.0,4.9361702127659575
pi_B,A,native,20900088,0,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,211,1,75,0.052083333333333336,8.0,5.6875
pi_B,A,plus_one_defender,20900088,0,1,0,1,1,240,1,0,14.0,14.0,3,3,214,214,1,1,210,1,172,0.11944444444444445,8.0,5.283333333333333
pi_B,B,native,20900088,0,3,0,1,3,90,3,0,14.0,14.0,4,4,44,44,2,1,0,0,151,0.2796296296296296,7.0,4.322222222222222
pi_B,B,plus_one_defender,20900088,0,2,0,1,2,240,2,0,14.0,14.0,7,7,45,45,2,5,0,0,519,0.36041666666666666,7.0,3.8375
pi_A,A,native,20900089,1,1,0,1,1,240,1,0,17.0,17.0,2,1,206,15,1,0,188,1,89,0.06180555555555556,6.0,5.629166666666666
pi_A,A,plus_one_defender,20900089,1,1,0,1,1,240,1,0,16.0,16.0,2,2,212,212,1,0,206,1,167,0.11597222222222223,6.0,5.304166666666666
pi_A,B,native,20900089,1,3,0,1,3,97,3,0,16.0,16.0,3,3,41,41,2,0,0,0,127,0.218213058419244,6.0,4.690721649484536
pi_A,B,plus_one_defender,20900089,1,0,0,0,0,240,0,0,28.0,28.0,9,9,18,18,0,9,0,0,556,0.3861111111111111,6.0,3.683333333333333
pi_B,A,native,20900089,1,1,0,1,1,240,1,0,14.0,14.0,2,1,215,14,1,0,208,1,58,0.04027777777777778,6.0,5.758333333333334
pi_B,A,plus_one_defender,20900089,1,3,0,1,3,80,3,0,16.0,16.0,3,3,43,43,2,0,3,1,78,0.1625,6.0,5.025
pi_B,B,native,20900089,1,2,0,1,2,240,2,0,15.0,15.0,3,3,186,186,2,0,159,1,193,0.13402777777777777,6.0,5.195833333333334
pi_B,B,plus_one_defender,20900089,1,0,0,0,0,240,0,0,28.0,28.0,8,8,18,18,0,8,0,0,560,0.3888888888888889,6.0,3.6666666666666665
pi_A,A,native,20900090,2,2,0,1,2,240,2,0,13.0,13.0,8,8,195,195,2,5,162,1,139,0.09652777777777778,8.0,5.420833333333333
pi_A,A,plus_one_defender,20900090,2,0,0,0,0,240,0,0,13.0,13.0,2,2,215,215,0,1,207,1,160,0.1111111111111111,8.0,5.333333333333333
pi_A,B,native,20900090,2,3,0,1,3,86,3,0,14.0,14.0,3,3,41,41,2,0,0,0,111,0.21511627906976744,6.0,4.709302325581396
pi_A,B,plus_one_defender,20900090,2,3,0,1,3,109,3,0,14.0,14.0,6,6,49,49,2,3,5,1,136,0.20795107033639143,6.0,4.752293577981652
pi_B,A,native,20900090,2,1,0,1,1,240,1,0,13.0,13.0,3,3,213,213,1,1,203,1,74,0.05138888888888889,8.0,5.691666666666666
pi_B,A,plus_one_defender,20900090,2,0,0,0,0,240,0,0,13.0,13.0,2,2,215,215,0,1,207,1,158,0.10972222222222222,8.0,5.341666666666667
pi_B,B,native,20900090,2,2,0,1,2,240,2,0,14.0,14.0,4,2,196,18,2,1,165,1,132,0.09166666666666666,6.0,5.45
pi_B,B,plus_one_defender,20900090,2,1,0,1,1,240,1,0,14.0,14.0,4,4,208,208,1,2,193,1,184,0.12777777777777777,6.0,5.233333333333333
pi_A,A,native,20900091,3,1,0,1,1,240,1,0,13.0,13.0,6,6,200,200,1,4,184,1,123,0.08541666666666667,7.0,5.4875
pi_A,A,plus_one_defender,20900091,3,3,0,1,3,123,3,0,13.0,13.0,5,5,46,46,2,2,6,2,132,0.17886178861788618,7.0,4.926829268292683
pi_A,B,native,20900091,3,3,0,1,3,176,3,0,14.0,14.0,7,6,52,38,2,4,0,0,379,0.35890151515151514,7.0,3.846590909090909
pi_A,B,plus_one_defender,20900091,3,1,1,0,0,240,1,1,14.0,14.0,14,14,57,57,1,12,20,1,514,0.35694444444444445,7.0,3.8583333333333334
pi_B,A,native,20900091,3,1,0,1,1,240,1,0,16.0,18.0,4,2,210,204,1,2,199,1,92,0.06388888888888888,6.0,5.616666666666666
pi_B,A,plus_one_defender,20900091,3,3,0,1,3,96,3,0,16.0,16.0,6,6,51,51,2,3,0,0,138,0.23958333333333334,6.0,4.5625
pi_B,B,native,20900091,3,1,0,1,1,240,1,0,13.0,13.0,6,4,208,202,1,4,192,1,93,0.06458333333333334,7.0,5.6125
pi_B,B,plus_one_defender,20900091,3,2,0,1,2,240,2,0,13.0,13.0,9,9,47,47,2,7,0,0,506,0.35138888888888886,7.0,3.8916666666666666
pi_A,A,native,20900092,4,2,0,1,2,240,2,0,20.0,20.0,3,3,190,190,2,0,175,2,98,0.06805555555555555,9.0,5.591666666666667
pi_A,A,plus_one_defender,20900092,4,1,0,1,1,240,1,0,14.0,14.0,2,2,215,215,1,0,209,1,129,0.08958333333333333,7.0,5.4625
pi_A,B,native,20900092,4,3,0,1,3,97,3,0,14.0,14.0,4,3,41,28,2,1,0,0,150,0.25773195876288657,8.0,4.453608247422681
pi_A,B,plus_one_defender,20900092,4,0,0,0,0,240,0,0,14.0,14.0,8,8,21,21,0,8,0,0,551,0.38263888888888886,6.0,3.7041666666666666
pi_B,A,native,20900092,4,1,0,1,1,240,1,0,13.0,20.0,3,1,212,14,1,1,184,1,92,0.06388888888888888,7.0,5.616666666666666
pi_B,A,plus_one_defender,20900092,4,0,0,0,0,240,0,0,14.0,14.0,3,3,224,224,0,2,223,1,148,0.10277777777777777,7.0,5.383333333333334
pi_B,B,native,20900092,4,3,0,1,3,102,3,0,14.0,14.0,4,2,45,17,2,1,0,0,208,0.33986928104575165,6.0,3.9607843137254903
pi_B,B,plus_one_defender,20900092,4,1,0,1,1,240,1,0,14.0,14.0,9,9,33,33,1,7,0,0,536,0.37222222222222223,6.0,3.7666666666666666
pi_A,A,native,20900093,5,2,0,1,2,240,2,0,12.0,20.0,5,2,201,16,2,2,181,3,131,0.09097222222222222,6.0,5.454166666666667
pi_A,A,plus_one_defender,20900093,5,1,0,1,1,240,1,0,26.0,26.0,2,2,201,201,1,0,202,3,148,0.10277777777777777,6.0,5.383333333333334
pi_A,B,native,20900093,5,1,0,1,1,240,1,0,13.0,25.0,8,7,166,161,1,6,145,1,246,0.17083333333333334,6.0,4.975
pi_A,B,plus_one_defender,20900093,5,0,0,0,0,240,0,0,47.0,47.0,3,3,138,138,0,2,123,1,297,0.20625,6.0,4.7625
pi_B,A,native,20900093,5,0,0,0,0,240,0,0,12.0,12.0,4,3,228,227,0,3,219,1,53,0.03680555555555556,8.0,5.779166666666667
pi_B,A,plus_one_defender,20900093,5,3,0,1,3,110,3,0,13.0,13.0,9,9,62,62,2,6,1,1,128,0.19393939393939394,7.0,4.836363636363636
pi_B,B,native,20900093,5,2,0,1,2,240,2,0,12.0,12.0,14,13,56,54,2,11,0,0,600,0.4166666666666667,8.0,3.5
pi_B,B,plus_one_defender,20900093,5,2,0,1,2,240,2,0,12.0,12.0,12,12,50,50,2,10,2,2,516,0.35833333333333334,8.0,3.85
pi_A,A,native,20900094,0,0,0,0,0,240,0,0,16.0,16.0,1,1,224,224,0,0,212,1,77,0.05347222222222222,6.0,5.679166666666666
pi_A,A,plus_one_defender,20900094,0,1,0,1,1,240,1,0,22.0,22.0,5,5,190,190,1,3,177,1,201,0.13958333333333334,6.0,5.1625
pi_A,B,native,20900094,0,3,0,1,3,134,3,0,15.0,37.0,8,6,51,23,2,5,0,0,248,0.30845771144278605,6.0,4.149253731343284
pi_A,B,plus_one_defender,20900094,0,3,0,1,3,92,3,0,16.0,16.0,3,3,43,43,2,0,5,1,103,0.18659420289855072,6.0,4.880434782608695
pi_B,A,native,20900094,0,0,0,0,0,240,0,0,16.0,16.0,1,1,224,224,0,0,213,1,50,0.034722222222222224,6.0,5.791666666666667
pi_B,A,plus_one_defender,20900094,0,3,0,1,3,79,3,0,16.0,16.0,4,4,43,43,2,1,0,0,68,0.14345991561181434,6.0,5.139240506329114
pi_B,B,native,20900094,0,1,0,1,1,240,1,0,15.0,240.0,2,0,210,0,1,0,193,1,78,0.05416666666666667,6.0,5.675
pi_B,B,plus_one_defender,20900094,0,2,0,1,2,240,2,0,15.0,15.0,3,3,195,195,2,0,168,1,207,0.14375,6.0,5.1375
pi_A,A,native,20900095,1,1,0,1,1,240,1,0,15.0,15.0,2,2,212,212,1,0,193,2,63,0.04375,7.0,5.7375
pi_A,A,plus_one_defender,20900095,1,2,0,1,2,240,2,0,15.0,15.0,10,10,154,154,2,7,109,3,309,0.21458333333333332,7.0,4.7125
pi_A,B,native,20900095,1,3,0,1,3,92,3,0,13.0,13.0,3,2,44,28,2,0,0,0,128,0.2318840579710145,6.0,4.608695652173913
pi_A,B,plus_one_defender,20900095,1,0,0,0,0,240,0,0,13.0,13.0,11,11,24,24,0,10,0,0,546,0.37916666666666665,6.0,3.725
pi_B,A,native,20900095,1,1,0,1,1,240,1,0,13.0,39.0,2,1,216,201,1,0,209,1,56,0.03888888888888889,7.0,5.766666666666667
pi_B,A,plus_one_defender,20900095,1,1,0,1,1,240,1,0,13.0,13.0,2,2,217,217,1,0,208,1,166,0.11527777777777778,7.0,5.308333333333334
pi_B,B,native,20900095,1,3,0,1,3,81,3,0,13.0,13.0,3,3,41,41,2,0,0,0,111,0.22839506172839505,6.0,4.62962962962963
pi_B,B,plus_one_defender,20900095,1,3,0,1,3,102,3,0,13.0,13.0,5,5,47,47,2,2,0,0,150,0.24509803921568626,6.0,4.529411764705882
pi_A,A,native,20900096,2,1,0,1,1,240,1,0,15.0,15.0,4,3,200,199,1,2,178,2,116,0.08055555555555556,7.0,5.516666666666667
pi_A,A,plus_one_defender,20900096,2,0,0,0,0,240,0,0,18.0,18.0,4,4,180,180,0,3,160,2,207,0.14375,7.0,5.1375
pi_A,B,native,20900096,2,3,0,1,3,171,3,0,16.0,16.0,12,9,62,55,2,9,0,0,394,0.3840155945419103,7.0,3.695906432748538
pi_A,B,plus_one_defender,20900096,2,2,0,1,2,240,2,0,16.0,16.0,11,11,58,58,2,9,0,0,484,0.33611111111111114,7.0,3.9833333333333334
pi_B,A,native,20900096,2,1,0,1,1,240,1,0,14.0,14.0,3,3,213,213,1,1,203,1,75,0.052083333333333336,7.0,5.6875
pi_B,A,plus_one_defender,20900096,2,1,0,1,1,240,1,0,18.0,18.0,5,5,202,202,1,3,190,1,206,0.14305555555555555,7.0,5.141666666666667
pi_B,B,native,20900096,2,1,0,1,1,240,1,0,16.0,16.0,2,2,210,210,1,0,196,1,84,0.058333333333333334,7.0,5.65
pi_B,B,plus_one_defender,20900096,2,3,0,1,3,100,3,0,16.0,16.0,3,3,41,41,2,0,1,1,164,0.2733333333333333,7.0,4.36
